index	text
20772	It’s the Triceratops and Sinoceratops... fighting for dominance and territory.
20773	Let’s tranquilize and capture them. That will give us a chance to monitor their status. We can then release them and they’ll work out their differences.
20774	There will be violence, I assume.
20775	That’s nature. Win by being the strongest, the most intelligent, or with sheer numbers.
20776	And we’ve inserted ourselves into the equation far too often already.
20777	Now we come to the Triceratops and the Sinoceratops. They need an increased comfort rating, too. Basically, all the tops. So do what you can to get to the bottom of it. Huh?
20778	This is almost looking... prehistoric.
20779	Then we're doing our job. Still, we can and should do more. We must remove all the buildings outside of our perimeter.
20780	Owen, it’s Blue.
20781	Wait, you found her?
20782	We think so. But listen, she’s not doing so great. Hurry.
20783	Send me any information you have. I'm headed with the team to her now.
20784	Any word on her status?
20785	We’ve been monitoring Blue from her enclosure. The science team thinks they've narrowed down the problem.
20786	What is it?
20787	A blood infection. She's going to need a transfusion.
20788	From what? There’s no other raptors left.
20789	A T. rex.
20790	Well, that’s um, different.
20791	I owe Blue my life. That was your training. Her loyalty to you saved us both.
20792	And now I can return the favor. Least I can do for a friend, even if she’s sixty-five million years old.
20793	So, where can I find me a T. rex?
20794	Will this really work?
20795	The paleo-medical team says this will give Blue her best shot. Once the transfusion is complete, we can set her free.
20796	Owen, we're going after Blue. You think you can find her?
20797	If she’s alive, then yes, I’ll find her.
20798	She is alive. I believe it.
20799	I’ve never wanted you to be more right, Claire.
20800	This dinosaur, Blue, is incredibly important for a number of reasons. One of which is her connection to Owen Grady. And she’s trained... to an extent. Still, she’s a raptor... we know how they can be and we need to monitor her. Get Blue to an enclosure and treat her as if she was your own. This is the serious me.
20801	Claire, there’s something wrong with Blue. She needs a Medical Scan, like yesterday.
20802	A Medical Team is on its way. We need her to hang on.
20803	I’m not worried. She’s in good hands with you.
20804	And we've got to find her. Her blood can help Blue.
20805	Yeah, yeah, well, finding her might be the easiest part.
20806	Then let's do that first.
20807	This T. Rex may be a lifeline for Blue. I’m leaving this one to you. Get it locked down and keep an eye on it. It’ll definitely have an eye on you, hm.
20808	Tranq the T. rex and bring her to the Paleo-Medical Facility, where they're ready to collect her blood for the transfusion.
20809	Here’s hoping we don’t lose any in the process. Ours, not hers.
20810	Okay, Claire, this one’s on me. We get Blue tranquilized and to the Paleo-Medical facility. Then, it’s on them.
20811	The scientists are ready. And they believe the transfusion will work.
20812	And what do you believe?
20813	We trust them to be right.
20814	Blue is family.
20815	I know.
20816	She’s gonna be okay. Blue’s gonna make it.
20817	We’ve brought so many dinosaurs back from the brink, but this one’s special. I’m happy for you, Owen.
20818	And I’m happy for her. But I’m not sure we can keep Blue and the T. Rex near each other. Like us, they have history.
20819	Like us?
20820	They’ll fight.
20821	We don’t fight. We have disagreements.
20822	So, basically, now, for instance.
20823	No. We’re on the same page. Let’s send Blue and the T. rex to different sides of the island. Just to be sure. Happy?
20824	As a clam. I’m not sure what that means, but I think it’s good.
20825	We’re going to recreate the old by destroying the new.
20826	What do you want demolished?
20827	Everything. All of it. What was here, what we built. The fences... the entire park. What we leave is a refuge, as untouched by humanity as possible.
20828	It’s what the dinosaurs deserve.
20829	If only we’d thought of that first.
20830	This is it. Remove everything that’s left from Jurassic World.
20831	Make it like we were never here.
20832	And the dinosaurs always were.
20833	See you around Blue. Take care of yourself out there, girl.
20834	Just checking out the latest Park Rating, and I love what I see. Keep at it. You’re making me look good.
20835	How do you measure success? I’d say the Park Rating is a good place to start. So well done. Sincerely. And also, remember to share the spotlight.
20836	Looks like success is in our blood. Based on the current Park Rating, you appear to really know how to do the job. And since my job is making sure you’re doing yours, well that’s a win for us both, right? This is where you’re supposed to nod your head in agreement.
20837	The Park Rating definitely has room for improvement. Whether the park has room for you remains to be seen. Improving your results would help, he said hintingly.
20838	In a place full of wonder, this last Park Rating is a disappointment. I’m not saying it’s you, but it’s certainly not me.
20839	I can tell you’re trying. But I won’t... not unless you get this Park Rating up.
20840	Nope, that’s not gonna do. Maybe try getting closer to your subject. Not too close, though, right? I don’t want to deal with the paperwork.
20841	This image is acceptable if I needed a picture of my mother-in-law. But for a dinosaur? Yeah, no. Try again.
20842	How hard is it to take a picture of a dinosaur? Focus... literally.
20843	I wouldn’t say this photo is bad. No, wait, that’s exactly what I would say.
20844	They say a picture is worth a thousand words. This picture however, is only worth one. And I can’t say it out loud.
20845	That’s a nice shot.
20846	Who knew the dinosaurs could be so photogenic? You, apparently.
20847	Great pic. Composition, lighting, subject. This is what we were looking for... or so they tell me.
20848	You’ve really captured the essence of that dinosaur. Nice job.
20849	Well, if nothing else works out for you, at least we know you’re pretty good with a camera.
20850	The dinosaurs’ food supply has been tampered with. Make sure to disinfect their feeders. We can’t have them consuming anything that could adversely affect their health. They are too valuable, especially from a scientific standpoint.
20851	We do everything we can to give these dinosaurs the best chance at life, and someone... some idiot, poisons their food? They’re just lucky that Blue and I didn’t catch them.
20852	Persons unknown appear to have sabotaged the dinosaurs food supply. See that it’s dealt with before real harm happens to the animals.
20853	This latest sickness spreading through our dinosaur population is not natural. Or a failing on our part. Someone has intentionally caused the animals to become ill. Hopefully, we’ve caught it in time.
20854	I know what the dinosaurs are feeling. Don’t ask me how... that I don’t know, exactly. But I can tell when the dinosaurs aren’t right and something’s up for sure.
20855	There are a number of attack vectors that a hostile actor can take against the park, but perhaps none is so pernicious as going after the dinosaurs. I believe this current bout of sick dinosaurs was intentional. Give them the medical attention they need, and I’ll see if I can identify the culprit.
20856	The electrical fences are down. This could be sabotage, or this could be our own failure. Time will tell. However, there is no telling what the dinosaurs might do when they realize the fences are no longer electrified.
20857	I heard once that strong fences make good neighbors. Well, now that the electricity is down, so are the fences. And the neighbors? They're dangerous.
20858	I don’t like this at all. Someone appears to have shut down the grid controlling our electrified fencing. There’s a saboteur among us... a problem that we will need to address. For now, let’s get the fencing back online.
20859	Okay, I need you to pay attention. The gates to the dinosaur enclosures have been opened, and not by us. We don’t yet know the extent of the threat, but we do know we must get those gates closed. Quickly, before both our dinosaurs, and our guests, are in danger.
20860	The dinosaurs are out, and we gotta get the gates back under our control before the park becomes an “all they can eat” buffet.
20861	This is precisely the sort of security failure that keeps me up at night. The gates have been compromised. Most likely sabotage. Deal with getting them closed immediately, before things spiral any further.
20862	I’ve just received a report that some guests are coming down with cases of food poisoning. Hopefully this is unintentional, but it could be malicious. See if you can figure out if there is a common food outlet they visited.
20863	I’m hearing that some of our guests have got the scoots. And I don’t mean they’re moving fast. Well, they might be... but in any case, we want to figure out this mess out.
20864	Threatening the health and well-being of the dinosaurs is one thing, but poisoning our guests, that is quite another. I take this personally. You should as well. Let’s get a handle on what happened. And make sure it doesn’t happen again.
20865	The incubation process... that’s where the dinosaurs really make the transition from scientific creation to living organism. That someone would sabotage the process... well, it’s beyond me.
20866	Why would somebody mess up the incubation process? It’s taking away life at the very moment it is beginning. Sometimes I think humans just aren't worthy of the dinosaurs.
20867	If you really want to hurt our operations... to cut us to the quick... you disrupt the incubation process. And that’s what this sabotage has done. See if you can minimize the damage.
20868	We’ve lost power. Or someone’s cut it. Either way, without power, we can’t function. The park can’t function. Get it fixed before we have a real crisis on our hands.
20869	Oh, this is the opposite of good. Power’s out. I can’t think of any reasons but one... somebody cut it. Like, you’d think everyone would be our friend and want to see us succeed with the dinosaurs. But you’d be wrong.
20870	This may be an accident, or this may be something more nefarious, but either way, we’ve lost power and we need it back. ASAP.
20871	After all we’ve done to bring back these animals, this is the thanks we get... protests. Don’t they realize that by hurting us, they’re hurting the dinosaurs?
20872	I’ve protested a few things in my day. Mostly the lack of pizza in the mess hall. So I’m sympathetic to the process, but not the cause. People don’t understand the dinosaurs, so they don’t understand what we do to take care of them.
20873	It’s hard enough trying to keep things quiet and calm around here, and now we have these protesters making it that much more difficult. Our ratings and guest numbers will drop as long as they’re around. Deal with them as best you can.
20874	With all of the issues we must contend with, I didn’t really consider monetary theft to be something to keep on our radar. But I was wrong. Let’s do what we can to overcome any hit we’ve taken.
20875	You know what I hate worse than a thief? Well, a lot of things, actually, but in this case, there’s been actual theft. And I hate that. Taking money from us is taking money away from the animals. And also us.
20876	There’s been a theft of funds from the park. It may adversely impact operations. And it is a failure of our security initiatives. Vigilance will be required.
20877	Strong rain and hurricane force winds are on the horizon. Batten down the hatches and be ready. Storms and dinosaurs? That’s been very bad mojo in the past.
20878	As much as we’d like to believe that we are able to control nature, it occasionally likes to reminds us who is really in charge. This time, in the form of a hurricane. Prepare the park. We must be ready.
20879	There’s a tropical storm bearing down on us. That brings wind and rain which can damage buildings and vehicles. And the smarter dinosaurs, they’ll see this as an opportunity, so stay on your toes.
20880	Is that a sandstorm? Let’s watch for power outages, and be ready with repairs.
20881	I’ve just received a report that a sand storm may hit the park shortly. It can do real damage, especially to our infrastructure. This is a challenge to our operations... be ready to push yourself. Be ready for anything.
20882	This ain't gonna be no day at the beach, but we’re gonna have sand everywhere. It’ll clog up machinery and vehicles. We don’t want it knocking out the power and creating a security issue with the dinosaurs. Be ready.
20883	The snow may look beautiful, but it can wreak havoc with our systems. Make sure you stay alert and attend to any issues as they arise.
20884	Freezing temperatures and windswept snow can pose a threat to our operations. Stay on your toes and be ready to act quickly.
20885	It looks like we’ve got a big snow storm coming in hot. And that’s cold.
20886	Tornado inbound. We need to get the guests into shelters, and do what we can to lock down the dinosaurs. Quickly.
20887	With a tornado headed this way, our guests are in grave danger. Get them sheltered while we still have time.
20888	We’ll need to face this twister head-on, and listen... I don’t want us to end up with a raptornado. That means getting the dinosaurs safely tucked away.
20889	Our guests can be as different as our dinosaurs. They want amenities that cater to their interests.
20890	This is a dangerous place... the park. The guests want the illusion of danger, and new amenities can help support that. Let them feel the thrill of being face to snout with a dinosaur. Our job is to keep that fear from becoming real.
20891	The dinosaurs definitely bring the “wow” factor, but we can make that even bigger with better attractions.
20892	You’d think that standing next to a living, breathing dinosaur would be enough... but people always want more. More exciting attractions might be what we need.
20893	While our science is paramount, I do understand that the guests enjoy attractions that get them feeling closer and more connected to the dinosaurs. So give them what they want as long as it doesn’t conflict with what I need.
20894	There is really only one thing better than taking care of the dinosaurs, and that’s seeing new ones brought to life. Oh, and good corn dog, with some mustard. Okay, so two things.
20895	There are new animals you can create. Species diversity benefits everyone - the scientists, the guests, and yes, even the dinosaurs.
20896	If it’s not obvious by now, the only thing keeping this a park and not a prehistoric hunting ground are the fences. Let’s see what we can do to improve them.
20897	Fences and gates. Enclosures. Want to know why I like them? Because it keeps them away from us.
20898	Stronger fences and stronger gates is something I wholeheartedly support.
20899	Don’t forget about nutrition. Most of the animals have a preferred diet. Specialized feeders will make sure they’re getting what they want to eat. Oh, and what they need to eat as well.
20900	I’m creating life... but you must maintain it. Make sure the animals have the proper feeders. They are what they eat.
20901	All living creatures have basic needs... Food being primary among them. The animals need to have the right amount of feeders stocked with their preferred fare. We don’t want hungry dinosaurs, because if they’re desperate to eat, we’re on the menu.
20902	Happy guests are repeat customers and our best form of advertisement.
20903	Our guests' comfort and safety is as important as the dinosaurs. So why don’t we see if we can make them feel at home while they visit the dinosaurs’ home.
20904	Look at this way... comfortable customers are gonna be inclined to spend more and give us a higher rating, huh? Haha! Hey, at least somebody can relax around here.
20905	If we focus on the guests the way we focus on the dinosaurs, this park will be a runaway success.
20906	The park is coming together, but we can always use more infrastructure. New buildings and upgrades keep us current. And ready.
20907	Research upgrades for our buildings so that we can support more science. The result? Expanded opportunities for the park, in both dinosaurs and exhibits.
20908	We want the park to be as new and upgraded as possible. The more buildings, the better. The better the buildings, also the better.
20909	The more stable our infrastructure, the more we can keep our attention where it belongs... monitoring the dinosaurs.
20910	Can you imagine this place without electricity. I can, and it’s not a pretty picture. Stay on top of it.
20911	People have accused me of always wanting more power. And honestly, they're not exactly incorrect. But not in the way they might imagine. Power keeps the park operational.
20912	All of our science... the equipment, the computers... it’s dependent on electricity. Without it, we are literally and figuratively in the dark. Power is what allows me to create dinosaurs. So I hope you understand its importance.
20913	Welcome to the Amphitheater, a stunning facility that allows us to showcase these marvelous prehistoric animals in a state-of-the-art setting. 
20914	We hope that you have been thoroughly enjoying your visit to the park. Sit back and be prepared to be amazed by our jaw-dropping dinosaurs. 
20915	We are delighted to welcome you to our tremendous Amphitheater. Every section of this venue offers an unforgettable view of our breathtaking dinosaurs. 
20916	This beautiful, open-air setting offers a unique opportunity to see dinosaurs walk the Earth once more, just as they roamed the planet millions of years ago. 
20917	We don't expect our visitors to travel halfway around the world. We want to bring the world's great attractions to you, right here in this very location.
20918	John Hammond dreamt of bringing this outstanding structure to you, the people. Now, the dreams of a visionary have been fully realized and an extraordinary experience awaits.
20919	Never before has humanity been gifted with the chance to see living, breathing dinosaurs in the flesh. No animatronics, no illusions. Actual dinosaurs. 
20920	As you entered the venue, you joined us on a journey through prehistory. A journey that mankind had never been able to embark upon before. 
20921	Although this remarkable Amphitheater is a true structural marvel, it is the astounding dinosaurs that you see before you that undoubtedly steal the show. 
20922	This spectacular Amphitheater removes the reinforced barriers that separate man from dinosaur. Ladies and gentlemen, cast your eyes upon these prehistorical wonders.
20923	No other park in the world offers an experience like this; the views are unparalleled, the sounds are sensational, the dinosaurs inconceivably impressive. 
20924	If you would like to learn more about any of the dinosaurs you see today, please keep an eye out for the information points located in the foyer circle. 
20925	As we reach our phenomenal aviary, we would like to take a moment to thank you for joining us on this special park tour.
20926	Not all prehistoric life was confined to the land. Nor was it restricted to the seas. Millions of years ago, winged reptiles soared through the air with agility and grace.
20927	This aviary is a custom-built structure, created to house the earliest vertebrates known to have evolved powered flight. 
20928	Our flying reptiles obviously have very different needs to other prehistoric animals. Every effort is made to provide a hospitable habitat, a delicious diet and a stable social setting.
20929	Although pterosaurs are not ancestors of modern-day birds, they are more closely related to them than they are to dinosaurs or any modern reptiles.
20930	With the help of world-class avian experts, we constructed this terrific enclosure to safely and securely house our majestic pterosaurs.
20931	Being located in such a warm climate presents its own unique challenges. Many dinosaurs can thrive in the heat, but for others species it can take a little longer to acclimatize. Naturally we go to great lengths to support them as they adapt and settle.
20932	While the majority of wild animals living in the desert have to tolerate a scarcity of water, we endeavor to keep our enclosures regulated with a constant supply. You may expect our dinosaurs to solely need this for drinking, but its purpose actually extends widely beyond this. 
20933	Vegetation is very scarce in the deserts, with the stark conditions making it exceptionally difficult to introduce exotic plant life. Species like cacti remain one of the best-suited plant families and have naturally adapted to efficiently conserve water. 
20934	Although this location can be incredibly picturesque, we often face strenuous environmental conditions. The temperature here can drop well below freezing, so please dress accordingly, observe our guidelines and stay safe. 
20935	Beyond the sprawling forests, lie the area's most stunning snow-tipped mountains. Many of you will have already had the chance to admire this distant backdrop on your way to the park, but if you have yet to do so then we strongly encourage you do before heading home. 
20936	Water bodies, such as lakes and rivers, are common in these parts. Thousands of years ago, these would have existed as glaciers. But as the earth warmed, these glaciers would have melted and filled their impressions with water. 
20937	The forest land that surrounds these parts are home to a plethora of animal and plant life. Where possible, we try to protect the natural landscape and allow the existing ecosystem to continue to thrive.
20938	Our temperate landscape acts as a sensational setting for our astonishing park. With warm but wet summers offset by the notably colder winters, this climate is highly diverse and perfectly complements the spectacular sights that lie inside the park. 
20939	The setting that we have chosen here for the park is not only one of great beauty, but very active and highly dynamic. The soil is very fertile and supports the growth of a wide range of trees, shrubs and other plant life. 
20940	The dense forest that lies beyond the park boundaries is home to an abundance of life. Through the canopies and down to the forest floors lie a host of animals, insects and plants. Take a moment… and listen to the forest.
20941	Nearby rainforests play a vitally important role, one that cannot be understated. They are the lungs of the planet, absorbing carbon dioxide and in turn producing oxygen for humans and animals, both extant and prehistoric. 
20942	The tropical rainforests surrounding the local area contain an amazing variety of plant and animal life; typically more than you'd find in any other biome. With a large amount of rainfall and consistently warm temperatures, the environment continues to flourish. 
20943	Please remain calm. This car has the capability to absorb the force of such impacts. 
20944	Please try not to panic. Stay calm, remain seated and do not attempt to leave the car.
20945	There is no need to be alarmed. Please remain in the vehicle and keep calm.
20946	For your safety, we ask that you keep your arms and legs inside the vehicle, and remain seated at all times.
20947	As the vehicle will often traverse across difficult terrain, it is important that you keep your seatbelts fastened.
20948	Each species that you see on this tour should be regarded as a wild animal; it is imperative that a safe distance is maintained at all times. 
20949	Should you require them, each vehicle contains night-vision goggles. Using these will allow you to continue watching our amazing animals as darkness falls
20950	"The ""high-spined lizard"" Acrocanthosaurus is a ginormous apex predator from North America, named because of the iconic raised neural spines you can see running from its neck down to its tail."
20951	A colossal carnivore from the Early Cretaceous, Acrocanthosaurus will utilize its powerful jaws to catch its prey, before inflicting slashing wounds with its razor-sharp claws.
20952	The Asset Containment Unit, also known as the ACU team, is responsible for animal sedation here in the park. Scheduled enclosure moves require substantial co-ordination to be carried out smoothly.
20953	In the event that an animal needs relocating, the ACU team is called upon to help tranquilize them before doing so, ensuring the safety of both our staff and the animal itself.
20954	Albertosaurus has around eighty large, serrated teeth; perfectly shaped for puncturing flesh and bone. Like many tyrannosaurids, the Albertosaurus bears little horn-like ornaments on its skull.
20955	The name Albertosaurus was given to this formidable carnivore after it was discovered in the freshly-established Canadian province of Alberta, which was also named in the year 1905.
20956	To many, there is no greater dinosaur than the Allosaurus. One of the first dinosaurs to have been discovered, its plentiful fossilized remains have been meticulously studied by those in the field of paleontology.  
20957	One hundred and fifty million years ago, the mighty Allosaurus reigned as a dominant predator of the Jurassic period, originally preying upon ornithopods, stegosaurids and sauropods.
20958	Amargasaurus may find itself standing in the shadows of its relatives, dwarfed by towering titanosaurs. Yet this smaller sauropod continues to draw gasps of amazement thanks to its astonishing spinal spikes.
20959	At the turn of the millennium, Amargasaurus found itself at the center of many paleontological debates. Our scientists are now beginning to unravel the mystery behind its neural spines and determine why they are so significant.
20960	With a rotund, heavily-armored body and a lethal tail club, this hardy ornithischian is well-equipped to fend off any threat. A strong sense of smell also allows it to quickly detect the presence of predators. 
20961	Ankylosaurus' thick armor consists of large knobs and oval bone plates that form within the skin. In fact, we still see this today, typically in animals such as crocodiles, armadillos and lizards.
20962	This Jurassic herbivore is one of the largest land animals to have ever roamed the Earth. Apatosaurus originally lived in North America, alongside other sauropods such as Diplodocus and Camarasaurus. 
20963	Apatosaurus feeds on plants and tree leaves, swallowing large portions without even chewing. Because its jaws lack molars, it relies on ingested stones to aid its digestion, just like many of our modern birds. 
20964	Archaeornithomimus originally lived between 70 and 96 million years ago during the Late Cretaceous, where it existed in the same time and region as the cunning carnivore Velociraptor. 
20965	Closely related to other ornithomimosaurian dinosaurs such as Gallimimus and Struthiomimus, Archaeornithomimus is a fast runner with long, strong hind-limbs and is often likened to our modern day ostrich. 
20966	Its smooth skin and rounded body help Attenborosaurus majestically glide through the water, with its elongated neck and pointed teeth proving perfect for snapping at shoaling fish.
20967	A piscivorous plesiosaur that once lived within the coastal waters of Early Jurassic England, Attenborosaurus was named after the universally-revered broadcaster Sir David Attenborough. 
20968	One hundred and twenty five million years ago, huge bodies of water with connected river deltas existed in Western Europe and North Africa, proving to be an excellent habitat for the fish-hunting Baryonyx. 
20969	Lining the long jaws of the Baryonyx are nearly one hundred tremendous teeth, perfectly suited to gripping and holding. As this spinosaurid likes to feed on fish, its teeth are perfect for ensnaring its slippery prey.
20970	Brachiosaurus uses its broad jaws and conical chisel-like teeth to crop large quantities of plant material. Its jaws are actually surprisingly weak and its movements are limited to rudimentary motions. 
20971	Unlike a number of other sauropods, the forelimbs of the Brachiosaurus are notably longer than its hind legs. This causes its back to incline and gives it an appearance that vaguely resembles the giraffe.
20972	Camarasaurus was one of the most common sauropods to have lived during the Late Jurassic. These magnificent herbivores once lived in communal herds, making it important that we try to replicate such social groupings.
20973	Camarasaurus was not one of the largest sauropods, but nor was it the smallest. This magnificent animal still weighs more than ten times the average Asian elephant. 
20974	Carcharodontosaurus is named after the Carcharodon genus of sharks, a family that includes the much-feared Great White Shark. As sharp as knives, its serrated teeth allow this carnivore to tear through flesh with astonishing ease.
20975	When Carcharodontosaurus originally roamed the Earth during the Middle Cretaceous, its African environment was warm and humid; a landscape enriched by lush rainforests and plains.
20976	The most defining feature of the Carnotaurus is the pair of thick distinctive horns protruding from above the eyes. No other prehistoric carnivore bears these unique bony, keratin-covered adornments.
20977	Despite its size, Carnotaurus is a surprisingly pacy predator, with its lighter body weight and muscular legs helping it to reach impressive speeds as it resolutely pursues its ill-fated prey. 
20978	Although you may not expect Cearadactylus to pose much of a threat, this truculent pterosaur has proved to be a remarkably unpredictable animal, with territorial dominance often lying at the heart of hostility.
20979	While the short-beaked Brazilian pterosaurs fed upon small land animals, Cearadactylus would use the thin needle-like teeth lining its elongated jaws to snatch fish as it glided above the ocean waves.
20980	"The name Ceratosaurus means ""horned lizard"", referring to the ridge-like horn on its snout. Its deep jaws contain serrated dagger-like teeth, many of which can grow up to seventeen centimeters in length."
20981	The threatening theropod Ceratosaurus once thrived as a multicontinental species, but in North America, it would have competed for prominence against the awe-inspiring apex predator Allosaurus. 
20982	Unlike some ceratopsids, the facial horns of the Chasmosaurus are relatively short. The sides of its frill also feature several small skin ossifications, helping to give Chasmosaurus a striking appearance. 
20983	"The elaborate elongated frill of the Chasmosaurus may appear solid, but in fact contains two large skeletal hollows covered by skin. These openings gave the Chasmosaurus its name, meaning; ""chasm lizard""."
20984	Chungkingosaurus is certainly well-equipped to defend itself, with two rows of pointed plates running along its back, a stupendous spike protruding from each side of its body and a tail wielding two pairs of piercing spikes.
20985	The name of this primitive Jurassic stegosaur is derived from the Chinese city Chongqing, where the earliest fossilized remains of Chungkingosaurus were discovered in its Jiangbei District.
20986	A gregarious predator from Triassic North America, the slender Coelophysis is a perfect representation of the early theropods, with a bipedal stance, an S-curved neck and sharp serrated teeth. 
20987	The hollow limb bones of Coelophysis help to make this opportunistic carnivore a nimble and tireless threat, whether it chooses to hunt alone or as part of an exceptionally deadly pack.
20988	One hundred and fifty million years ago, Compsognathus thrived as one of the top land predators in a rather unfamiliar European landscape; a dry, tropical archipelago with lagoons, beaches and coral reefs.
20989	Despite its minute size, Compsognathus is an accomplished predator. More commonly known as the 'Compy', this nimble little carnivore is one of, if not the, fastest bipedal dinosaurs to have ever existed.
20990	Here we have one of the most important buildings. The Control Center lies at the heart of the park, ensuring that all operations are running smoothly.
20991	Our advanced network allows us to monitor the location and status of each prehistoric animal in the park, right from the Control Center you see before you. 
20992	Sadly, we have an animal here that has passed away. We appreciate that such a sight can be upsetting; we will be arranging for its collection as soon as possible. 
20993	Although the presence of a deceased animal can be upsetting, an animal's body can be studied by our scientists to further our understanding of their biology. 
20994	We must act very quickly if a sick animal passes away, as there is the potential for disease to spread, especially if any surrounding carnivores attempt to eat the bodily remains.
20995	The hollow crest on the back of the Corythosaur's skull functions as an incredible resonating chamber, amplifying their marvelous calls and allowing them to communicate across great distances.
20996	The beak of the Corythosaurus is rather shallow and delicate. In the Late Cretaceous, this herbivore would have been a selective feeder, preferring to eat only the freshest fruits and softest leaves.
20997	Our transport cranes are used to move our dinosaurs carefully from one location to another. Each animal is tranquilized prior to this, to minimize any stress caused. 
20998	If we need to relocate any of our dinosaurs, we typically use a transport crane to do so. Capable of hoisting species of varying sizes and weights, these versatile vehicles ensure that each and every animal is handled with care.
20999	The herbivorous ankylosaur Crichtonsaurus originally lived in China around one hundred million years ago. The rarity of its fossilized remains today leave this primitive ankylosaur somewhat shrouded in mystery.
21000	Crichtonsaurus is certainly well equipped to protect itself, with a heavily-armored back and a bulbous club at the end of its tail, which may appear inconspicuous, but can be used to devastating effect.
21001	While many know this species as Cryolophosaurus, some affectionately refer to this Jurassic carnivore as 'Elvisaurus' because of the likeness its 'pompadour' crest bears to the hairstyle of the rock 'n' roll icon. 
21002	Long before Antarctica became the frozen desert we know today, forests covered the land and lay home to the carnivorous theropod Cryolophosaurus, the region's apex predator of the Jurassic. 
21003	Deinonychus is a highly-skilled hunter from the Early Cretaceous period. With a small, sleek body, a bird-like spine and raptorial claws on its feet, Deinonychus is an extremely agile predator.
21004	Deinonychus is a close relative of the deadly Velociraptor. Like modern day birds of prey, Deinonychus will often leap onto its target, pinning it down with its sharp, curved claws. 
21005	One of the earliest carnivores, we now know Dilophosaurus is actually poisonous, spitting its venom at its prey, causing blindness and eventually paralysis, allowing the carnivore to eat at its leisure. This makes Dilophosaurus a beautiful, but deadly addition to the park.
21006	Our Dilophosaurs are best known for their variegated neck frills, which fan outwards in a mesmerizing display of color as they prepare to attack. 
21007	The skull of the Dimorphodon is not too dissimilar to that of our modern day puffin. Yet inside this pterosaur's jaws lie a variety of fascinating denticles, including four or five longer fangs and around forty tiny lancet-like teeth. 
21008	While the head of the Dimorphodon may appear large and bulky, its weight is actually significantly lighter than you may imagine, due to thin bony partitions that separate large openings in its skull. 
21009	During its original tenure on Earth in the Late Jurassic period, Diplodocus would live on the forest edges, using its flexible neck to strip leaves from trees and plants at varying heights. 
21010	Running along the back of the Diplodocus lies a row of keratinous spines that start at the head and finish at the tip of its tail. Size aside, these spines are actually not too dissimilar to those of an iguana. 
21011	"When the fossilized remains of a bony Dracorex skull were first discovered, the spikes and knobs bore resemblance to mythical fairy-tale dragons, leading to it being named, ""Dragon King""."
21012	Dracorex shares many appearance traits with other pachycephalosaurs including the protruding spikes on the top of its head (synonymous with Stygimoloch) and a flat dome (similar to that of Homalocephale). 
21013	"This colossal titanosaurian originally lived in Argentina and is one of the largest ever known land animals. Its tremendous size and power led to it being named Dreadnoughtus, meaning ""fears nothing""."
21014	The neck bones of Dreadnoughtus contain numerous pneumatic air sacs to help limit its weight. Paleontological analysis suggests that this gives these astonishing dinosaurs an avian-like respiratory system.
21015	With no obvious defensive mechanisms, the Dryosaurus would have relied upon on its agility and speed to flee from fearsome Jurassic predators such as Ceratosaurus and Allosaurus.
21016	In addition to its teeth and a beak well-suited to cropping vegetation, Dryosaurus also has pouch-like cheek structures that prevent the herbivore from losing food while it eats.
21017	Although this bulky hadrosaur was widely distributed across western North America, Edmontosaurus was first discovered in southern Alberta, Canada and named after the province's capital city, Edmonton. 
21018	Edmontosaurus may not have a striking cranial crest like other species of large hadrosaur, but instead receives adoration for its toothless beak, with its mouth shaped similarly to that of a duck or a spoonbill. 
21019	Elasmosaurus is one of the world's most recognizable plesiosaurs, best known its incredibly long neck. It uses flipper-like limbs to paddle through the water, but is not a particularly fast swimmer.
21020	The long, thin teeth of Elasmosaurus would have played a crucial role in helping this aquatic reptile to capture its prey; a trait shared with other fish-eating reptiles like some of the avian pterosaurs.
21021	The body of this ankylosaur is covered by bony armor that features rows of round scutes, with such banding allowing Euoplocephalus to move around with a reasonable degree of freedom.
21022	Euoplocephalus is not able to reach great heights when defensively swinging its club-like tail, and will instead attempt to deter large predatory carnivores by targeting the shins or feet of its assailants. 
21023	Gallimimus is one of the largest ornithomimid dinosaurs. Despite its size, this theropod is capable of running at impressive speeds, using its long, strong legs to cover a lot of ground with each stride.
21024	"The name Gallimimus means ""chicken mimic"", referring to the similarities that its neck vertebrae bears to Galliformes such as turkeys, pheasants and, of course, chickens. "
21025	The broad-winged, long-jawed Geosternbergia predates its closest relative, the Pteranodon, with a characterful upright crest differentiating it from its descendants.
21026	The beautiful cranial crest of Geosternbergia only materializes as the pterosaur matures and enters adulthood, with these frontal bones developing into a multitude of different sizes and shapes.
21027	The gargantuan skull of Giganotosaurus has been known to surpass lengths of one point six meters, exceeding the size of a Tyrannosaurus Rex skull and even the height of the average human being.
21028	Despite having very short arms, the hands of Giganotosaurus each wield three knife-like claws. Giganotosaurus also boasts a truly powerful bite force and an impressive array of sharp, slicing teeth.
21029	Gigantspinosaurus is a Chinese herbivore that first lived during the Late Jurassic. With broad hips, robust forelimbs and a relatively large head, it is not as primitive as some other species of stegosaur.
21030	While the dorsal plates that run down its back are relatively small, Gigantspinosaurus bears two spectacular shoulder spines that help protect this stegosaur from predatory threats.
21031	We hope that you are having an extraordinary time here at the park. If, however, you need a little downtime, then we have a variety of entertainment facilities just for you.
